
5999	CAN	1252.0625	16.311302638	1275	1215	D-edges 199 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5564	MG	981.5625	13.2191563176	1002	948	D-edges 197 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5563	LU	981.5625	20.9790632238	1022	946	D-edges 186 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5562	P7	980.5	19.7768804416	1012	947	D-edges 194 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5561	MT	980.3125	19.5758740226	1012	945	D-edges 189 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5560	KQ	979.9375	8.50344599265	1001	964	D-edges 187 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5559	U5	979.75	18.3115400772	1013	947	D-edges 188 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5558	LR	979.75	18.8696184381	1013	943	D-edges 188 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5557	MF	979.5	18.9076704012	1009	944	D-edges 187 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5556	LP	979.25	17.5517093185	1012	955	D-edges 189 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5555	NV	979.0	19.8966077511	1000	932	D-edges 183 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5554	II	977.4375	12.6637709135	1001	957	D-edges 189 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5553	IC	977.125	15.3577138598	1010	948	D-edges 191 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5552	IS	976.8125	14.0277348047	1008	950	D-edges 184 	D-max-degree 28 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5551	KV	975.5625	18.1210124924	1011	939	D-edges 185 	D-max-degree 28 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5550	NW	974.5625	16.718136671	1006	937	D-edges 191 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5549	R6	974.5	15.4110350074	1007	951	D-edges 190 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5548	E7	973.6875	14.2991203838	995	950	D-edges 184 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5547	M3	973.5	13.152946438	998	949	D-edges 192 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5546	I3	972.875	20.6303023487	1001	915	D-edges 186 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5545	KS	972.4375	16.6769629654	1000	939	D-edges 184 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5544	KI	971.625	16.3587705834	1013	951	D-edges 188 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5543	KE	971.25	17.3006502768	1006	946	D-edges 182 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5542	HM	969.6875	15.8418699575	989	932	D-edges 190 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5541	MQ	968.6875	17.4632426471	1004	941	D-edges 193 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5540	KH	968.0	18.428917494	994	914	D-edges 191 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5539	J2	966.1875	13.4546402312	985	938	D-edges 178 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5538	MO	966.0625	18.8628893267	997	931	D-edges 194 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5537	I6	963.3125	12.8389969916	983	935	D-edges 187 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5536	MN	962.9375	14.6520849626	993	931	D-edges 195 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5535	NA	962.0625	11.1941321124	977	947	D-edges 187 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5534	HA	961.5625	15.3540253273	988	934	D-edges 193 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5533	KO	958.5	15.2110157452	982	917	D-edges 186 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5532	KW	957.5625	17.642168057	985	922	D-edges 187 	D-max-degree 22 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5531	JM	956.8125	16.4742934219	990	933	D-edges 197 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5530	K5	956.4375	9.31375830425	974	935	D-edges 188 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5529	KB	954.0	21.5551617948	998	906	D-edges 198 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5528	JN	953.0625	20.4678673474	1005	917	D-edges 184 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5527	FG	952.6875	13.2415952117	973	927	D-edges 192 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5526	NI	948.5	18.4323085912	993	918	D-edges 179 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5525	JT	946.8125	11.9594039881	964	919	D-edges 193 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5524	NK	945.875	19.6592058588	1000	922	D-edges 198 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5523	KY	945.8125	19.0893253875	971	901	D-edges 179 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5522	I5	943.3125	17.448920991	969	910	D-edges 182 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5521	LO	942.1875	17.4900641437	980	906	D-edges 195 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5520	JQ	941.0	17.8955301682	968	896	D-edges 184 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5519	JS	940.9375	12.9878248275	962	921	D-edges 187 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5518	IK	940.6875	16.0496057195	970	917	D-edges 183 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5517	JH	939.5	17.8815547422	979	907	D-edges 182 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5516	GW	938.75	31.6296933276	977	853	D-edges 194 	D-max-degree 23 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5515	IU	937.875	20.7270204082	965	893	D-edges 181 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5514	IV	937.75	16.839314119	969	907	D-edges 190 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5513	CBZ	937.0	18.0935071227	966	892	D-edges 202 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5512	JI	935.5	18.2380097598	964	906	D-edges 183 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5511	ML	935.4375	20.2051006865	967	901	D-edges 193 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5510	HE	934.5	19.931131428	972	889	D-edges 192 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5509	HZ	934.0625	15.6822700445	959	902	D-edges 181 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5508	HS	933.375	20.8502847702	958	894	D-edges 192 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5507	IJ	932.8125	19.0303006742	974	902	D-edges 180 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5506	GL	932.3125	16.0028073709	971	907	D-edges 179 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5505	NO	931.0	20.0624026477	976	896	D-edges 196 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5504	IH	930.6875	15.057052957	951	900	D-edges 191 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5503	OI	930.4375	14.6456851581	955	906	D-edges 196 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5502	JK	930.4375	13.0190665468	959	909	D-edges 190 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5501	O5	930.3125	14.8606811334	953	888	D-edges 198 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5500	CA2	930.125	19.4096464419	957	887	D-edges 199 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5499	HH	927.9375	15.7934668059	956	894	D-edges 187 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5498	LD	927.0625	16.6375657399	954	901	D-edges 178 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5497	HT	926.8125	16.9492579115	961	906	D-edges 182 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17
5496	HY	925.75	15.5141064841	949	895	D-edges 184 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
