
5999	D7H	1354.8125	46.9497320945	1415	1278	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5482	TG	1007.75	25.2524751262	1050	965	D-edges 605 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5481	BT4	1007.75	27.0381674675	1077	951	D-edges 633 	D-max-degree 39 	D-min-degree 12 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 24 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 88 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 24
5480	BS4	1006.625	16.2591320494	1045	981	D-edges 606 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5479	PO	1005.875	17.0619276461	1031	967	D-edges 599 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5478	ON	1005.25	21.6809247958	1036	950	D-edges 605 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5477	SQ	1004.25	22.5541016225	1044	966	D-edges 604 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 84 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5476	BIO	1003.875	23.8193067699	1054	955	D-edges 619 	D-max-degree 37 	D-min-degree 12 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5475	C6A	1003.625	21.6762398723	1033	958	D-edges 627 	D-max-degree 37 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5474	D5L	1003.375	18.7212279245	1037	973	D-edges 650 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5473	PU	1002.6875	15.8339775088	1035	975	D-edges 607 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5472	BS6	1001.4375	23.5291541231	1038	961	D-edges 624 	D-max-degree 36 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 12 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5471	WC	999.375	26.2889591844	1041	948	D-edges 589 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 17
5470	M7	997.4375	20.3867872346	1040	971	D-edges 632 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5469	BRM	996.9375	18.899301409	1029	971	D-edges 611 	D-max-degree 33 	D-min-degree 13 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5468	ZF	995.625	20.6151491627	1029	947	D-edges 648 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 23
5467	QE	995.1875	19.326855506	1029	962	D-edges 594 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5466	O4	993.375	19.0028780715	1026	950	D-edges 633 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5465	BRA	990.3125	22.4936623019	1024	961	D-edges 624 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5464	VD	986.25	16.9797673718	1015	947	D-edges 633 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 22
5463	SX	984.75	16.2922527601	1018	962	D-edges 608 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5462	APD	984.375	34.6137165731	1023	895	D-edges 619 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 20
5461	C7X	984.0	17.5819509725	1022	944	D-edges 618 	D-max-degree 37 	D-min-degree 13 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5460	SI	983.9375	19.2174034081	1021	938	D-edges 593 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 18
5459	D54	983.8125	20.9440288328	1017	937	D-edges 627 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 91 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5458	SY	983.0	16.0934769394	1008	932	D-edges 597 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5457	COF	982.8125	16.5914840732	1012	951	D-edges 628 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5456	D5S	982.6875	21.8166185224	1011	934	D-edges 630 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5455	OM	981.8125	17.0008042089	1008	953	D-edges 602 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5454	BJH	981.625	20.6938245619	1021	928	D-edges 614 	D-max-degree 36 	D-min-degree 13 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 66 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5453	BKU	980.875	21.271680117	1027	940	D-edges 606 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 17
5452	DLA	978.5	16.4848415218	1010	950	D-edges 636 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5451	RV	978.3125	16.6121896134	1002	941	D-edges 598 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5450	SZ	976.1875	17.7701250347	1009	945	D-edges 598 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5449	TH	976.125	19.9276033431	998	930	D-edges 601 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5448	L7	974.625	16.4273970854	1014	941	D-edges 584 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 17
5447	KJ	973.0	18.5404962177	1008	942	D-edges 637 	D-max-degree 39 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 92 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5446	OA	972.5	14.7859730826	1011	949	D-edges 590 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5445	KQ	972.25	14.3635824222	1001	953	D-edges 591 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5444	QC	970.9375	24.2576502108	1009	920	D-edges 597 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5443	PB	968.8125	12.5659199325	989	944	D-edges 592 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5442	OH	968.75	19.8824671507	1001	923	D-edges 586 	D-max-degree 32 	D-min-degree 17 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 18
5441	YU	968.5	16.8485904455	1009	927	D-edges 607 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 16 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 19
5440	N4	967.1875	24.3290432148	1008	908	D-edges 639 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5439	OT	966.9375	20.9954422137	999	928	D-edges 592 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5438	RD	966.8125	16.5726384064	990	932	D-edges 599 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5437	P3	965.625	15.9133395301	999	936	D-edges 614 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 82 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5436	BAH	964.375	18.540074838	1001	938	D-edges 604 	D-max-degree 32 	D-min-degree 10 	D-max-in-degree 20 	D-min-in-degree 3 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5435	DZE	964.125	33.7229057912	1008	874	D-edges 636 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5434	DHK	963.9375	22.2948109153	1007	922	D-edges 628 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 84 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5433	OG	960.6875	18.2061759782	987	921	D-edges 596 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
